57, 82, 4, J
57, 81, 3, F
58, 81, 2, L
58, 82, 3, 7
59, 82, 2, L
59, 83, 1, J
58, 83, 1, |
57, 83, 1, |
56, 83, 1, |
55, 83, 1, |
54, 83, 2, F
54, 84, 3, 7
55, 84, 3, |
56, 84, 2, L
56, 85, 1, J
55, 85, 1, |
54, 85, 1, |
53, 85, 4, 7
53, 84, 4, -
53, 83, 1, L
52, 83, 4, 7
52, 82, 3, F
53, 82, 4, J
53, 81, 1, L
52, 81, 1, |
51, 81, 1, |
50, 81, 1, |
49, 81, 2, F
49, 82, 3, 7
50, 82, 2, L
50, 83, 3, 7
51, 83, 2, L
51, 84, 3, 7
52, 84, 2, L
52, 85, 1, J
51, 85, 2, F
51, 86, 1, J
50, 86, 1, |
49, 86, 4, 7
49, 85, 3, F
50, 85, 4, J
50, 84, 1, L
49, 84, 4, 7
49, 83, 1, L
48, 83, 4, 7
48, 82, 4, -
48, 81, 4, -
48, 80, 1, L
47, 80, 2, F
47, 81, 1, J
46, 81, 4, 7
46, 80, 1, L
45, 80, 2, F
45, 81, 1, J
44, 81, 4, 7
44, 80, 4, -
44, 79, 1, L
43, 79, 2, F
43, 80, 2, -
43, 81, 1, J
42, 81, 4, 7
42, 80, 4, -
42, 79, 4, -
42, 78, 3, F
43, 78, 4, J
43, 77, 4, -
43, 76, 1, L
42, 76, 2, F
42, 77, 1, J
41, 77, 4, 7
41, 76, 1, L
40, 76, 2, F
40, 77, 2, -
40, 78, 1, J
39, 78, 4, 7
39, 77, 4, -
39, 76, 4, -
39, 75, 1, L
38, 75, 1, |
37, 75, 2, F
37, 76, 1, J
36, 76, 4, 7
36, 75, 1, L
35, 75, 1, |
34, 75, 1, |
33, 75, 2, F
33, 76, 1, J
32, 76, 1, |
31, 76, 4, 7
31, 75, 4, -
31, 74, 1, L
30, 74, 2, F
30, 75, 2, -
30, 76, 1, J
29, 76, 4, 7
29, 75, 4, -
29, 74, 4, -
29, 73, 1, L
28, 73, 2, F
28, 74, 1, J
27, 74, 1, |
26, 74, 2, F
26, 75, 3, 7
27, 75, 3, |
28, 75, 2, L
28, 76, 1, J
27, 76, 1, |
26, 76, 1, |
25, 76, 1, |
24, 76, 1, |
23, 76, 4, 7
23, 75, 1, L
22, 75, 2, F
22, 76, 1, J
21, 76, 1, |
20, 76, 4, 7
20, 75, 1, L
19, 75, 2, F
19, 76, 1, J
18, 76, 1, |
17, 76, 4, 7
17, 75, 1, L
16, 75, 2, F
16, 76, 1, J
15, 76, 2, F
15, 77, 3, 7
16, 77, 3, |
17, 77, 3, |
18, 77, 3, |
19, 77, 2, L
19, 78, 1, J
18, 78, 1, |
17, 78, 1, |
16, 78, 1, |
15, 78, 2, F
15, 79, 3, 7
16, 79, 3, |
17, 79, 2, L
17, 80, 3, 7
18, 80, 4, J
18, 79, 3, F
19, 79, 2, L
19, 80, 3, 7
20, 80, 4, J
20, 79, 4, -
20, 78, 4, -
20, 77, 3, F
21, 77, 3, |
22, 77, 3, |
23, 77, 3, |
24, 77, 3, |
25, 77, 3, |
26, 77, 3, |
27, 77, 3, |
28, 77, 3, |
29, 77, 2, L
29, 78, 1, J
28, 78, 2, F
28, 79, 1, J
27, 79, 4, 7
27, 78, 1, L
26, 78, 1, |
25, 78, 1, |
24, 78, 2, F
24, 79, 1, J
23, 79, 4, 7
23, 78, 1, L
22, 78, 2, F
22, 79, 1, J
21, 79, 2, F
21, 80, 3, 7
22, 80, 2, L
22, 81, 3, 7
23, 81, 4, J
23, 80, 3, F
24, 80, 3, |
25, 80, 4, J
25, 79, 3, F
26, 79, 2, L
26, 80, 3, 7
27, 80, 2, L
27, 81, 3, 7
28, 81, 4, J
28, 80, 3, F
29, 80, 4, J
29, 79, 3, F
30, 79, 4, J
30, 78, 4, -
30, 77, 3, F
31, 77, 3, |
32, 77, 3, |
33, 77, 3, |
34, 77, 4, J
34, 76, 3, F
35, 76, 2, L
35, 77, 3, 7
36, 77, 2, L
36, 78, 1, J
35, 78, 2, F
35, 79, 3, 7
36, 79, 3, |
37, 79, 4, J
37, 78, 4, -
37, 77, 3, F
38, 77, 2, L
38, 78, 2, -
38, 79, 3, 7
39, 79, 2, L
39, 80, 1, J
38, 80, 1, |
37, 80, 1, |
36, 80, 1, |
35, 80, 1, |
34, 80, 4, 7
34, 79, 4, -
34, 78, 1, L
33, 78, 1, |
32, 78, 1, |
31, 78, 2, F
31, 79, 3, 7
32, 79, 3, |
33, 79, 2, L
33, 80, 1, J
32, 80, 1, |
31, 80, 1, |
30, 80, 2, F
30, 81, 1, J
29, 81, 2, F
29, 82, 3, 7
30, 82, 3, |
31, 82, 4, J
31, 81, 3, F
32, 81, 3, |
33, 81, 3, |
34, 81, 3, |
35, 81, 2, L
35, 82, 3, 7
36, 82, 4, J
36, 81, 3, F
37, 81, 2, L
37, 82, 3, 7
38, 82, 4, J
38, 81, 3, F
39, 81, 2, L
39, 82, 3, 7
40, 82, 4, J
40, 81, 4, -
40, 80, 4, -
40, 79, 3, F
41, 79, 2, L
41, 80, 2, -
41, 81, 2, -
41, 82, 3, 7
42, 82, 3, |
43, 82, 3, |
44, 82, 3, |
45, 82, 3, |
46, 82, 3, |
47, 82, 2, L
47, 83, 2, -
47, 84, 1, J
46, 84, 4, 7
46, 83, 1, L
45, 83, 2, F
45, 84, 1, J
44, 84, 4, 7
44, 83, 1, L
43, 83, 1, |
42, 83, 1, |
41, 83, 1, |
40, 83, 2, F
40, 84, 1, J
39, 84, 4, 7
39, 83, 1, L
38, 83, 2, F
38, 84, 2, -
38, 85, 1, J
37, 85, 4, 7
37, 84, 4, -
37, 83, 1, L
36, 83, 1, |
35, 83, 1, |
34, 83, 1, |
33, 83, 4, 7
33, 82, 1, L
32, 82, 2, F
32, 83, 1, J
31, 83, 2, F
31, 84, 3, 7
32, 84, 2, L
32, 85, 3, 7
33, 85, 4, J
33, 84, 3, F
34, 84, 3, |
35, 84, 3, |
36, 84, 2, L
36, 85, 1, J
35, 85, 2, F
35, 86, 1, J
34, 86, 1, |
33, 86, 1, |
32, 86, 1, |
31, 86, 1, |
30, 86, 4, 7
30, 85, 4, -
30, 84, 4, -
30, 83, 1, L
29, 83, 2, F
29, 84, 1, J
28, 84, 1, |
27, 84, 4, 7
27, 83, 3, F
28, 83, 4, J
28, 82, 1, L
27, 82, 1, |
26, 82, 4, 7
26, 81, 1, L
25, 81, 2, F
25, 82, 1, J
24, 82, 1, |
23, 82, 1, |
22, 82, 1, |
21, 82, 4, 7
21, 81, 1, L
20, 81, 1, |
19, 81, 1, |
18, 81, 1, |
17, 81, 2, F
17, 82, 2, -
17, 83, 3, 7
18, 83, 4, J
18, 82, 3, F
19, 82, 3, |
20, 82, 2, L
20, 83, 3, 7
21, 83, 3, |
22, 83, 3, |
23, 83, 3, |
24, 83, 3, |
25, 83, 3, |
26, 83, 2, L
26, 84, 1, J
25, 84, 2, F
25, 85, 1, J
24, 85, 2, F
24, 86, 3, 7
25, 86, 3, |
26, 86, 4, J
26, 85, 3, F
27, 85, 3, |
28, 85, 3, |
29, 85, 2, L
29, 86, 1, J
28, 86, 1, |
27, 86, 2, F
27, 87, 1, J
26, 87, 1, |
25, 87, 1, |
24, 87, 1, |
23, 87, 4, 7
23, 86, 4, -
23, 85, 4, -
23, 84, 1, L
22, 84, 2, F
22, 85, 1, J
21, 85, 4, 7
21, 84, 1, L
20, 84, 1, |
19, 84, 2, F
19, 85, 3, 7
20, 85, 2, L
20, 86, 3, 7
21, 86, 3, |
22, 86, 2, L
22, 87, 1, J
21, 87, 1, |
20, 87, 2, F
20, 88, 1, J
19, 88, 4, 7
19, 87, 4, -
19, 86, 1, L
18, 86, 4, 7
18, 85, 4, -
18, 84, 1, L
17, 84, 1, |
16, 84, 4, 7
16, 83, 4, -
16, 82, 1, L
15, 82, 4, 7
15, 81, 3, F
16, 81, 4, J
16, 80, 1, L
15, 80, 1, |
14, 80, 4, 7
14, 79, 1, L
13, 79, 1, |
12, 79, 2, F
12, 80, 3, 7
13, 80, 2, L
13, 81, 3, 7
14, 81, 2, L
14, 82, 1, J
13, 82, 2, F
13, 83, 2, -
13, 84, 3, 7
14, 84, 4, J
14, 83, 3, F
15, 83, 2, L
15, 84, 2, -
15, 85, 3, 7
16, 85, 3, |
17, 85, 2, L
17, 86, 1, J
16, 86, 2, F
16, 87, 1, J
15, 87, 4, 7
15, 86, 1, L
14, 86, 2, F
14, 87, 1, J
13, 87, 4, 7
13, 86, 1, L
12, 86, 4, 7
12, 85, 4, -
12, 84, 1, L
11, 84, 2, F
11, 85, 1, J
10, 85, 2, F
10, 86, 3, 7
11, 86, 2, L
11, 87, 3, 7
12, 87, 2, L
12, 88, 3, 7
13, 88, 3, |
14, 88, 2, L
14, 89, 3, 7
15, 89, 4, J
15, 88, 3, F
16, 88, 3, |
17, 88, 4, J
17, 87, 3, F
18, 87, 2, L
18, 88, 2, -
18, 89, 3, 7
19, 89, 2, L
19, 90, 1, J
18, 90, 1, |
17, 90, 4, 7
17, 89, 1, L
16, 89, 2, F
16, 90, 2, -
16, 91, 3, 7
17, 91, 3, |
18, 91, 3, |
19, 91, 2, L
19, 92, 1, J
18, 92, 1, |
17, 92, 1, |
16, 92, 1, |
15, 92, 4, 7
15, 91, 4, -
15, 90, 1, L
14, 90, 2, F
14, 91, 2, -
14, 92, 1, J
13, 92, 4, 7
13, 91, 4, -
13, 90, 1, L
12, 90, 2, F
12, 91, 2, -
12, 92, 1, J
11, 92, 4, 7
11, 91, 1, L
10, 91, 2, F
10, 92, 2, -
10, 93, 3, 7
11, 93, 3, |
12, 93, 2, L
12, 94, 3, 7
13, 94, 4, J
13, 93, 3, F
14, 93, 3, |
15, 93, 2, L
15, 94, 2, -
15, 95, 3, 7
16, 95, 4, J
16, 94, 4, -
16, 93, 3, F
17, 93, 2, L
17, 94, 2, -
17, 95, 3, 7
18, 95, 4, J
18, 94, 4, -
18, 93, 3, F
19, 93, 2, L
19, 94, 2, -
19, 95, 2, -
19, 96, 1, J
18, 96, 2, F
18, 97, 2, -
18, 98, 3, 7
19, 98, 4, J
19, 97, 3, F
20, 97, 4, J
20, 96, 4, -
20, 95, 4, -
20, 94, 3, F
21, 94, 4, J
21, 93, 1, L
20, 93, 4, 7
20, 92, 3, F
21, 92, 4, J
21, 91, 1, L
20, 91, 4, 7
20, 90, 4, -
20, 89, 3, F
21, 89, 4, J
21, 88, 3, F
22, 88, 3, |
23, 88, 3, |
24, 88, 3, |
25, 88, 3, |
26, 88, 2, L
26, 89, 1, J
25, 89, 1, |
24, 89, 1, |
23, 89, 1, |
22, 89, 2, F
22, 90, 2, -
22, 91, 2, -
22, 92, 2, -
22, 93, 2, -
22, 94, 3, 7
23, 94, 4, J
23, 93, 4, -
23, 92, 4, -
23, 91, 4, -
23, 90, 3, F
24, 90, 3, |
25, 90, 3, |
26, 90, 2, L
26, 91, 1, J
25, 91, 1, |
24, 91, 2, F
24, 92, 2, -
24, 93, 2, -
24, 94, 3, 7
25, 94, 4, J
25, 93, 4, -
25, 92, 3, F
26, 92, 2, L
26, 93, 3, 7
27, 93, 4, J
27, 92, 3, F
28, 92, 4, J
28, 91, 1, L
27, 91, 4, 7
27, 90, 4, -
27, 89, 4, -
27, 88, 3, F
28, 88, 4, J
28, 87, 3, F
29, 87, 3, |
30, 87, 3, |
31, 87, 3, |
32, 87, 3, |
33, 87, 2, L
33, 88, 3, 7
34, 88, 4, J
34, 87, 3, F
35, 87, 2, L
35, 88, 3, 7
36, 88, 4, J
36, 87, 4, -
36, 86, 3, F
37, 86, 2, L
37, 87, 2, -
37, 88, 3, 7
38, 88, 4, J
38, 87, 4, -
38, 86, 3, F
39, 86, 4, J
39, 85, 3, F
40, 85, 3, |
41, 85, 4, J
41, 84, 3, F
42, 84, 3, |
43, 84, 2, L
43, 85, 1, J
42, 85, 2, F
42, 86, 3, 7
43, 86, 3, |
44, 86, 3, |
45, 86, 4, J
45, 85, 3, F
46, 85, 2, L
46, 86, 3, 7
47, 86, 4, J
47, 85, 3, F
48, 85, 2, L
48, 86, 2, -
48, 87, 1, J
47, 87, 1, |
46, 87, 1, |
45, 87, 1, |
44, 87, 1, |
43, 87, 1, |
42, 87, 1, |
41, 87, 4, 7
41, 86, 1, L
40, 86, 2, F
40, 87, 1, J
39, 87, 2, F
39, 88, 3, 7
40, 88, 3, |
41, 88, 3, |
42, 88, 3, |
43, 88, 3, |
44, 88, 3, |
45, 88, 2, L
45, 89, 1, J
44, 89, 1, |
43, 89, 1, |
42, 89, 1, |
41, 89, 1, |
40, 89, 1, |
39, 89, 1, |
38, 89, 1, |
37, 89, 1, |
36, 89, 1, |
35, 89, 1, |
34, 89, 1, |
33, 89, 1, |
32, 89, 4, 7
32, 88, 1, L
31, 88, 1, |
30, 88, 1, |
29, 88, 2, F
29, 89, 1, J
28, 89, 2, F
28, 90, 3, 7
29, 90, 3, |
30, 90, 4, J
30, 89, 3, F
31, 89, 2, L
31, 90, 3, 7
32, 90, 3, |
33, 90, 3, |
34, 90, 3, |
35, 90, 3, |
36, 90, 3, |
37, 90, 2, L
37, 91, 3, 7
38, 91, 4, J
38, 90, 3, F
39, 90, 3, |
40, 90, 3, |
41, 90, 3, |
42, 90, 3, |
43, 90, 2, L
43, 91, 1, J
42, 91, 1, |
41, 91, 1, |
40, 91, 1, |
39, 91, 2, F
39, 92, 3, 7
40, 92, 3, |
41, 92, 3, |
42, 92, 2, L
42, 93, 3, 7
43, 93, 4, J
43, 92, 3, F
44, 92, 4, J
44, 91, 4, -
44, 90, 3, F
45, 90, 2, L
45, 91, 3, 7
46, 91, 4, J
46, 90, 3, F
47, 90, 4, J
47, 89, 1, L
46, 89, 4, 7
46, 88, 3, F
47, 88, 3, |
48, 88, 2, L
48, 89, 2, -
48, 90, 3, 7
49, 90, 4, J
49, 89, 4, -
49, 88, 4, -
49, 87, 3, F
50, 87, 2, L
50, 88, 2, -
50, 89, 2, -
50, 90, 3, 7
51, 90, 2, L
51, 91, 1, J
50, 91, 1, |
49, 91, 1, |
48, 91, 1, |
47, 91, 2, F
47, 92, 2, -
47, 93, 2, -
47, 94, 2, -
47, 95, 1, J
46, 95, 4, 7
46, 94, 4, -
46, 93, 4, -
46, 92, 1, L
45, 92, 2, F
45, 93, 1, J
44, 93, 2, F
44, 94, 1, J
43, 94, 2, F
43, 95, 1, J
42, 95, 4, 7
42, 94, 1, L
41, 94, 4, 7
41, 93, 1, L
40, 93, 1, |
39, 93, 2, F
39, 94, 1, J
38, 94, 4, 7
38, 93, 4, -
38, 92, 1, L
37, 92, 1, |
36, 92, 4, 7
36, 91, 1, L
35, 91, 1, |
34, 91, 1, |
33, 91, 1, |
32, 91, 1, |
31, 91, 1, |
30, 91, 1, |
29, 91, 2, F
29, 92, 3, 7
30, 92, 3, |
31, 92, 3, |
32, 92, 2, L
32, 93, 1, J
31, 93, 1, |
30, 93, 2, F
30, 94, 3, 7
31, 94, 3, |
32, 94, 3, |
33, 94, 4, J
33, 93, 4, -
33, 92, 3, F
34, 92, 3, |
35, 92, 2, L
35, 93, 1, J
34, 93, 2, F
34, 94, 3, 7
35, 94, 3, |
36, 94, 4, J
36, 93, 3, F
37, 93, 2, L
37, 94, 2, -
37, 95, 1, J
36, 95, 1, |
35, 95, 1, |
34, 95, 1, |
33, 95, 2, F
33, 96, 3, 7
34, 96, 3, |
35, 96, 3, |
36, 96, 3, |
37, 96, 3, |
38, 96, 4, J
38, 95, 3, F
39, 95, 3, |
40, 95, 3, |
41, 95, 2, L
41, 96, 2, -
41, 97, 2, -
41, 98, 1, J
40, 98, 4, 7
40, 97, 4, -
40, 96, 1, L
39, 96, 2, F
39, 97, 1, J
38, 97, 1, |
37, 97, 1, |
36, 97, 1, |
35, 97, 2, F
35, 98, 1, J
34, 98, 4, 7
34, 97, 1, L
33, 97, 1, |
32, 97, 4, 7
32, 96, 4, -
32, 95, 1, L
31, 95, 1, |
30, 95, 1, |
29, 95, 4, 7
29, 94, 4, -
29, 93, 1, L
28, 93, 2, F
28, 94, 2, -
28, 95, 1, J
27, 95, 4, 7
27, 94, 1, L
26, 94, 2, F
26, 95, 1, J
25, 95, 2, F
25, 96, 1, J
24, 96, 4, 7
24, 95, 1, L
23, 95, 2, F
23, 96, 1, J
22, 96, 4, 7
22, 95, 1, L
21, 95, 2, F
21, 96, 2, -
21, 97, 3, 7
22, 97, 3, |
23, 97, 3, |
24, 97, 3, |
25, 97, 3, |
26, 97, 4, J
26, 96, 3, F
27, 96, 3, |
28, 96, 3, |
29, 96, 3, |
30, 96, 3, |
31, 96, 2, L
31, 97, 1, J
30, 97, 1, |
29, 97, 1, |
28, 97, 1, |
27, 97, 2, F
27, 98, 3, 7
28, 98, 3, |
29, 98, 3, |
30, 98, 3, |
31, 98, 3, |
32, 98, 3, |
33, 98, 2, L
33, 99, 1, J
32, 99, 1, |
31, 99, 1, |
30, 99, 1, |
29, 99, 1, |
28, 99, 1, |
27, 99, 2, F
27, 100, 1, J
26, 100, 4, 7
26, 99, 4, -
26, 98, 1, L
25, 98, 2, F
25, 99, 2, -
25, 100, 1, J
24, 100, 4, 7
24, 99, 4, -
24, 98, 1, L
23, 98, 1, |
22, 98, 2, F
22, 99, 3, 7
23, 99, 2, L
23, 100, 1, J
22, 100, 1, |
21, 100, 4, 7
21, 99, 4, -
21, 98, 1, L
20, 98, 2, F
20, 99, 2, -
20, 100, 1, J
19, 100, 2, F
19, 101, 1, J
18, 101, 1, |
17, 101, 2, F
17, 102, 1, J
16, 102, 4, 7
16, 101, 4, -
16, 100, 3, F
17, 100, 3, |
18, 100, 4, J
18, 99, 1, L
17, 99, 1, |
16, 99, 1, |
15, 99, 4, 7
15, 98, 3, F
16, 98, 3, |
17, 98, 4, J
17, 97, 4, -
17, 96, 1, L
16, 96, 2, F
16, 97, 1, J
15, 97, 4, 7
15, 96, 1, L
14, 96, 4, 7
14, 95, 1, L
13, 95, 1, |
12, 95, 1, |
11, 95, 4, 7
11, 94, 1, L
10, 94, 2, F
10, 95, 1, J
9, 95, 2, F
9, 96, 2, -
9, 97, 3, 7
10, 97, 4, J
10, 96, 3, F
11, 96, 2, L
11, 97, 3, 7
12, 97, 4, J
12, 96, 3, F
13, 96, 2, L
13, 97, 3, 7
14, 97, 2, L
14, 98, 1, J
13, 98, 1, |
12, 98, 2, F
12, 99, 2, -
12, 100, 1, J
11, 100, 4, 7
11, 99, 4, -
11, 98, 1, L
10, 98, 1, |
9, 98, 1, |
8, 98, 2, F
8, 99, 3, 7
9, 99, 3, |
10, 99, 2, L
10, 100, 1, J
9, 100, 1, |
8, 100, 2, F
8, 101, 3, 7
9, 101, 3, |
10, 101, 3, |
11, 101, 2, L
11, 102, 3, 7
12, 102, 4, J
12, 101, 3, F
13, 101, 4, J
13, 100, 4, -
13, 99, 3, F
14, 99, 2, L
14, 100, 3, 7
15, 100, 2, L
15, 101, 2, -
15, 102, 1, J
14, 102, 2, F
14, 103, 1, J
13, 103, 2, F
13, 104, 3, 7
14, 104, 2, L
14, 105, 3, 7
15, 105, 4, J
15, 104, 4, -
15, 103, 3, F
16, 103, 2, L
16, 104, 3, 7
17, 104, 4, J
17, 103, 3, F
18, 103, 4, J
18, 102, 3, F
19, 102, 2, L
19, 103, 3, 7
20, 103, 3, |
21, 103, 4, J
21, 102, 1, L
20, 102, 4, 7
20, 101, 3, F
21, 101, 3, |
22, 101, 2, L
22, 102, 3, 7
23, 102, 4, J
23, 101, 3, F
24, 101, 2, L
24, 102, 3, 7
25, 102, 4, J
25, 101, 3, F
26, 101, 3, |
27, 101, 2, L
27, 102, 1, J
26, 102, 2, F
26, 103, 1, J
25, 103, 1, |
24, 103, 1, |
23, 103, 1, |
22, 103, 2, F
22, 104, 3, 7
23, 104, 3, |
24, 104, 3, |
25, 104, 3, |
26, 104, 2, L
26, 105, 3, 7
27, 105, 4, J
27, 104, 4, -
27, 103, 3, F
28, 103, 4, J
28, 102, 4, -
28, 101, 4, -
28, 100, 3, F
29, 100, 2, L
29, 101, 2, -
29, 102, 3, 7
30, 102, 4, J
30, 101, 4, -
30, 100, 3, F
31, 100, 2, L
31, 101, 3, 7
32, 101, 4, J
32, 100, 3, F
33, 100, 2, L
33, 101, 3, 7
34, 101, 4, J
34, 100, 4, -
34, 99, 3, F
35, 99, 2, L
35, 100, 3, 7
36, 100, 3, |
37, 100, 4, J
37, 99, 1, L
36, 99, 4, 7
36, 98, 3, F
37, 98, 3, |
38, 98, 3, |
39, 98, 2, L
39, 99, 1, J
38, 99, 2, F
38, 100, 3, 7
39, 100, 2, L
39, 101, 1, J
38, 101, 1, |
37, 101, 1, |
36, 101, 1, |
35, 101, 2, F
35, 102, 1, J
34, 102, 2, F
34, 103, 3, 7
35, 103, 3, |
36, 103, 2, L
36, 104, 1, J
35, 104, 1, |
34, 104, 1, |
33, 104, 4, 7
33, 103, 4, -
33, 102, 1, L
32, 102, 2, F
32, 103, 1, J
31, 103, 1, |
30, 103, 1, |
29, 103, 2, F
29, 104, 1, J
28, 104, 2, F
28, 105, 3, 7
29, 105, 3, |
30, 105, 4, J
30, 104, 3, F
31, 104, 3, |
32, 104, 2, L
32, 105, 2, -
32, 106, 1, J
31, 106, 2, F
31, 107, 1, J
30, 107, 4, 7
30, 106, 1, L
29, 106, 1, |
28, 106, 2, F
28, 107, 3, 7
29, 107, 2, L
29, 108, 3, 7
30, 108, 3, |
31, 108, 2, L
31, 109, 1, J
30, 109, 1, |
29, 109, 1, |
28, 109, 4, 7
28, 108, 1, L
27, 108, 4, 7
27, 107, 4, -
27, 106, 1, L
26, 106, 1, |
25, 106, 1, |
24, 106, 4, 7
24, 105, 1, L
23, 105, 2, F
23, 106, 1, J
22, 106, 4, 7
22, 105, 1, L
21, 105, 2, F
21, 106, 1, J
20, 106, 1, |
19, 106, 4, 7
19, 105, 3, F
20, 105, 4, J
20, 104, 1, L
19, 104, 1, |
18, 104, 2, F
18, 105, 1, J
17, 105, 1, |
16, 105, 2, F
16, 106, 1, J
15, 106, 1, |
14, 106, 1, |
13, 106, 4, 7
13, 105, 1, L
12, 105, 4, 7
12, 104, 4, -
12, 103, 1, L
11, 103, 2, F
11, 104, 2, -
11, 105, 1, J
10, 105, 1, |
9, 105, 4, 7
9, 104, 4, -
9, 103, 3, F
10, 103, 4, J
10, 102, 1, L
9, 102, 1, |
8, 102, 2, F
8, 103, 2, -
8, 104, 2, -
8, 105, 1, J
7, 105, 1, |
6, 105, 2, F
6, 106, 3, 7
7, 106, 2, L
7, 107, 3, 7
8, 107, 4, J
8, 106, 3, F
9, 106, 3, |
10, 106, 2, L
10, 107, 1, J
9, 107, 2, F
9, 108, 3, 7
10, 108, 2, L
10, 109, 3, 7
11, 109, 4, J
11, 108, 4, -
11, 107, 4, -
11, 106, 3, F
12, 106, 2, L
12, 107, 2, -
12, 108, 3, 7
13, 108, 4, J
13, 107, 3, F
14, 107, 2, L
14, 108, 3, 7
15, 108, 4, J
15, 107, 3, F
16, 107, 2, L
16, 108, 3, 7
17, 108, 4, J
17, 107, 4, -
17, 106, 3, F
18, 106, 2, L
18, 107, 3, 7
19, 107, 2, L
19, 108, 3, 7
20, 108, 4, J
20, 107, 3, F
21, 107, 2, L
21, 108, 2, -
21, 109, 3, 7
22, 109, 4, J
22, 108, 4, -
22, 107, 3, F
23, 107, 2, L
23, 108, 3, 7
24, 108, 4, J
24, 107, 3, F
25, 107, 3, |
26, 107, 2, L
26, 108, 1, J
25, 108, 2, F
25, 109, 1, J
24, 109, 1, |
23, 109, 2, F
23, 110, 3, 7
24, 110, 2, L
24, 111, 1, J
23, 111, 1, |
22, 111, 4, 7
22, 110, 1, L
21, 110, 2, F
21, 111, 1, J
20, 111, 2, F
20, 112, 1, J
19, 112, 4, 7
19, 111, 4, -
19, 110, 3, F
